191	943	100	0	182.003	270.017	503.009	591.014	754.13	837.134	604.587	848.793	973.584	760.501	1192.12	1259.38	1201.33	1061.75	1056.24	
192	761	0	182.003	0	88.0227	685.003	773.006	572.148	655.15	784.948	668.225	814.295	914.687	1062.24	1136.33	1086.47	1165.21	947.533	
194	673	100	270.017	88.0227	0	773	861.001	484.125	567.127	872.25	580.986	740.152	991.956	1004.07	1081.57	1036.55	1220.71	902.123	
194	1446	100	503.009	685.003	773	0	88.0057	1257.05	1340.05	128.144	1349.42	1440.31	451.686	1601.8	1653.82	1582.31	908.067	1432.81	
195	1534	0	591.014	773.006	861.001	88.0057	0	1345.04	1428.04	85.2878	1437.14	1524.21	436.033	1678.47	1728.39	1655.42	907.068	1506.05	
205	189	0	754.13	572.148	484.125	1257.05	1345.04	0	83.006	1354.08	123.069	436.955	1439.18	789.97	882.499	876.665	1579.69	793.008	
206	106	100	837.134	655.15	567.127	1340.05	1428.04	83.006	0	1436.91	84.214	421.374	1518.4	778.874	871.998	874.481	1648.18	803.508	
280	1541	100	604.587	784.948	872.25	128.144	85.2878	1354.08	1436.91	0	1441.03	1509.2	350.755	1646.61	1692.82	1617.66	822.583	1468.78	
290	100	0	848.793	668.225	580.986	1349.42	1437.14	123.069	84.214	1441.03	0	337.165	1502.96	694.66	787.785	790.775	1609.29	722.488	
626	72	0	973.584	814.295	740.152	1440.31	1524.21	436.955	421.374	1509.2	337.165	0	1492.01	357.56	450.694	458.35	1495.44	413.228	
630	1564	100	760.501	914.687	991.956	451.686	436.033	1439.18	1518.4	350.755	1502.96	1492.01	0	1552.66	1581.2	1498.18	476.778	1356.05	
983	52	100	1192.12	1062.24	1004.07	1601.8	1678.47	789.97	778.874	1646.61	694.66	357.56	1552.66	0	93.1343	127.664	1442.83	206.349	
1076	47	0	1259.38	1136.33	1081.57	1653.82	1728.39	882.499	871.998	1692.82	787.785	450.694	1581.2	93.1343	0	88.0909	1443.22	226.013	
1080	135	0	1201.33	1086.47	1036.55	1582.31	1655.42	876.665	874.481	1617.66	790.775	458.35	1498.18	127.664	88.0909	0	1355.16	149.513	
1101	1490	0	1061.75	1165.21	1220.71	908.067	907.068	1579.69	1648.18	822.583	1609.29	1495.44	476.778	1442.83	1443.22	1355.16	0	1236.55	
995	258	0	1056.24	947.533	902.123	1432.81	1506.05	793.008	803.508	1468.78	722.488	413.228	1356.05	206.349	226.013	149.513	1236.55	0	
