X	Y	Z	Distance	BLOBPOINT 1	BLOBPOINT 2	BLOB 1	BLOB 2	Cam 1X	Cam 1Y	Cam 1Z	Dist to Cam
9.868337	5.692075	2.527478	0.021198	4930294	4936148	7572	7575	26.909208	5.024784	23.157564	26.766342
9.855263	5.689997	2.514182	0.015195	4930294	4936154	7572	7575	26.909208	5.024784	23.157564	26.784861
9.842176	5.687918	2.500877	0.009186	4930294	4936160	7572	7575	26.909208	5.024784	23.157564	26.803396
9.829077	5.685838	2.487562	0.003169	4930294	4936164	7572	7575	26.909208	5.024784	23.157564	26.821947
9.815965	5.683757	2.474240	0.002854	4930294	4936168	7572	7575	26.909208	5.024784	23.157564	26.840513
9.802839	5.681674	2.460908	0.008886	4930294	4936172	7572	7575	26.909208	5.024784	23.157564	26.859095
9.789701	5.679591	2.447567	0.014924	4930294	4936176	7572	7575	26.909208	5.024784	23.157564	26.877691
9.776550	5.677506	2.434217	0.020969	4930294	4936180	7572	7575	26.909208	5.024784	23.157564	26.896303
9.746017	5.678268	2.397682	0.021943	4930294	4934777	7572	7575	26.909208	5.024784	23.157564	26.943920
9.728613	5.681123	2.374462	0.016853	4930294	4936200	7572	7575	26.909208	5.024784	23.157564	26.972967
9.715383	5.679032	2.361027	0.022920	4930294	4936204	7572	7575	26.909208	5.024784	23.157564	26.991695
9.702140	5.676941	2.347582	0.028993	4930294	4936208	7572	7575	26.909208	5.024784	23.157564	27.010441
9.688884	5.674848	2.334129	0.035075	4930294	4936212	7572	7575	26.909208	5.024784	23.157564	27.029200
9.675614	5.672754	2.320666	0.041163	4930294	4936216	7572	7575	26.909208	5.024784	23.157564	27.047976
9.662333	5.670659	2.307194	0.047258	4930294	4936220	7572	7575	26.909208	5.024784	23.157564	27.066765
9.462702	5.707485	2.036870	0.020601	4930294	4934858	7572	7575	26.909208	5.024784	23.157564	27.403109
9.449088	5.705370	2.022978	0.014464	4930294	4934859	7572	7575	26.909208	5.024784	23.157564	27.422430
9.454009	5.717606	2.016828	0.043315	4930294	4934876	7572	7575	26.909208	5.024784	23.157564	27.424345
9.440367	5.715490	2.002884	0.037186	4930294	4934877	7572	7575	26.909208	5.024784	23.157564	27.443724
9.422345	5.718447	1.978882	0.042431	4930294	4934889	7572	7575	26.909208	5.024784	23.157564	27.473772
9.031178	5.696594	1.524318	0.037372	4930294	4928749	7572	7570	26.909208	5.024784	23.157564	28.072632
10.527760	5.953738	3.327769	0.047722	4930295	4935998	7572	7575	26.909208	5.024784	23.157564	25.737823
10.515562	5.951892	3.315408	0.041943	4930295	4936000	7572	7575	26.909208	5.024784	23.157564	25.755045
10.503352	5.950046	3.303039	0.036158	4930295	4936002	7572	7575	26.909208	5.024784	23.157564	25.772280
10.491131	5.948198	3.290662	0.030367	4930295	4936004	7572	7575	26.909208	5.024784	23.157564	25.789528
10.478897	5.946350	3.278277	0.024568	4930295	4936006	7572	7575	26.909208	5.024784	23.157564	25.806791
10.466652	5.944500	3.265884	0.018763	4930295	4936008	7572	7575	26.909208	5.024784	23.157564	25.824068
10.454395	5.942650	3.253483	0.012952	4930295	4936010	7572	7575	26.909208	5.024784	23.157564	25.841358
10.442126	5.940798	3.241074	0.007133	4930295	4936012	7572	7575	26.909208	5.024784	23.157564	25.858664
10.429846	5.938946	3.228656	0.001308	4930295	4936014	7572	7575	26.909208	5.024784	23.157564	25.875982
10.417554	5.937092	3.216231	0.004524	4930295	4936016	7572	7575	26.909208	5.024784	23.157564	25.893314
10.405250	5.935238	3.203797	0.010363	4930295	4936018	7572	7575	26.909208	5.024784	23.157564	25.910662
10.392934	5.933383	3.191355	0.016208	4930295	4936020	7572	7575	26.909208	5.024784	23.157564	25.928022
10.380607	5.931526	3.178905	0.022060	4930295	4936022	7572	7575	26.909208	5.024784	23.157564	25.945398
10.368267	5.929668	3.166447	0.027919	4930295	4936024	7572	7575	26.909208	5.024784	23.157564	25.962788
10.355915	5.927810	3.153982	0.033784	4930295	4936026	7572	7575	26.909208	5.024784	23.157564	25.980190
10.343553	5.925951	3.141508	0.039657	4930295	4936028	7572	7575	26.909208	5.024784	23.157564	25.997606
10.331178	5.924090	3.129026	0.045536	4930295	4936030	7572	7575	26.909208	5.024784	23.157564	26.015038
10.192103	5.974208	2.940990	0.045244	4930295	4927795	7572	7570	26.909208	5.024784	23.157564	26.250196
10.182768	5.966812	2.929935	0.029435	4930295	4927799	7572	7570	26.909208	5.024784	23.157564	26.264391
10.173422	5.959413	2.918883	0.013621	4930295	4927803	7572	7570	26.909208	5.024784	23.157564	26.278591
10.164067	5.952012	2.907836	0.002197	4930295	4927807	7572	7570	26.909208	5.024784	23.157564	26.292793
10.135927	5.937284	2.874400	0.034730	4930295	4927815	7572	7570	26.909208	5.024784	23.157564	26.335953
10.125902	5.953868	2.862953	0.003127	4930295	4934823	7572	7575	26.909208	5.024784	23.157564	26.351732
10.130784	5.965680	2.857277	0.024639	4930295	4934843	7572	7575	26.909208	5.024784	23.157564	26.353415
10.117148	5.947037	2.859431	0.019974	4930295	4936073	7572	7575	26.909208	5.024784	23.157564	26.359781
10.114193	5.968786	2.835130	0.029657	4930295	4936068	7572	7575	26.909208	5.024784	23.157564	26.381149
10.092668	5.960052	2.818591	0.006857	4930295	4934844	7572	7575	26.909208	5.024784	23.157564	26.407282
10.083879	5.953202	2.815023	0.010023	4930295	4934834	7572	7575	26.909208	5.024784	23.157564	26.415386
10.075109	5.946359	2.811508	0.026908	4930295	4934824	7572	7575	26.909208	5.024784	23.157564	26.423441
10.062379	5.944479	2.798625	0.032871	4930295	4936090	7572	7575	26.909208	5.024784	23.157564	26.441404
10.049638	5.942598	2.785734	0.038840	4930295	4936094	7572	7575	26.909208	5.024784	23.157564	26.459383
10.024907	5.955632	2.744518	0.011954	4930295	4934853	7572	7575	26.909208	5.024784	23.157564	26.507330
10.016102	5.948769	2.740988	0.028895	4930295	4934845	7572	7575	26.909208	5.024784	23.157564	26.515417
10.012978	5.970624	2.716330	0.020997	4930295	4936100	7572	7575	26.909208	5.024784	23.157564	26.537169
9.990480	5.945000	2.715052	0.040868	4930295	4934846	7572	7575	26.909208	5.024784	23.157564	26.551580
9.995276	5.956853	2.709094	0.012925	4930295	4934857	7572	7575	26.909208	5.024784	23.157564	26.553526
10.000134	5.968741	2.703280	0.015036	4930295	4936108	7572	7575	26.909208	5.024784	23.157564	26.555330
9.983286	5.971870	2.680806	0.020079	4930295	4934885	7572	7575	26.909208	5.024784	23.157564	26.583481
9.945491	5.983191	2.626314	0.041245	4930295	4934915	7572	7575	26.909208	5.024784	23.157564	26.649925
9.851357	5.992092	2.508991	0.049681	4930295	4934954	7572	7575	26.909208	5.024784	23.157564	26.800552
9.838282	5.990198	2.495659	0.043680	4930295	4936156	7572	7575	26.909208	5.024784	23.157564	26.819077
9.825192	5.988302	2.482318	0.037672	4930295	4936162	7572	7575	26.909208	5.024784	23.157564	26.837618
9.812090	5.986406	2.468968	0.031657	4930295	4936166	7572	7575	26.909208	5.024784	23.157564	26.856176
9.798975	5.984509	2.455610	0.025635	4930295	4936170	7572	7575	26.909208	5.024784	23.157564	26.874748
9.785847	5.982610	2.442242	0.019605	4930295	4936174	7572	7575	26.909208	5.024784	23.157564	26.893335
9.772706	5.980710	2.428865	0.013568	4930295	4936178	7572	7575	26.909208	5.024784	23.157564	26.911940
9.749956	5.954763	2.427672	0.049113	4930295	4934916	7572	7575	26.909208	5.024784	23.157564	26.926441
9.759553	5.978809	2.415479	0.007524	4930295	4936182	7572	7575	26.909208	5.024784	23.157564	26.930557
9.750551	5.971834	2.411785	0.009671	4930295	4934944	7572	7575	26.909208	5.024784	23.157564	26.938890
9.431405	5.977616	2.037386	0.037123	4930295	4934999	7572	7575	26.909208	5.024784	23.157564	27.430702
9.422595	5.987929	2.017204	0.014475	4930295	4935009	7572	7575	26.909208	5.024784	23.157564	27.452215
9.404586	5.991173	1.993259	0.009305	4930295	4935013	7572	7575	26.909208	5.024784	23.157564	27.482241
9.386540	5.994424	1.969267	0.004124	4930295	4935017	7572	7575	26.909208	5.024784	23.157564	27.512325
9.377723	6.004809	1.949108	0.018625	4930295	4935025	7572	7575	26.909208	5.024784	23.157564	27.533834
9.368931	6.015230	1.929014	0.041416	4930295	4935029	7572	7575	26.909208	5.024784	23.157564	27.555285
9.350815	6.018525	1.904935	0.046666	4930295	4935031	7572	7575	26.909208	5.024784	23.157564	27.585484
8.564140	6.028567	0.973493	0.026449	4930295	4928703	7572	7570	26.909208	5.024784	23.157564	28.804203
8.553592	6.052010	0.959945	0.019207	4930295	4928693	7572	7570	26.909208	5.024784	23.157564	28.822182
8.553440	6.059792	0.959522	0.034733	4930295	4928691	7572	7570	26.909208	5.024784	23.157564	28.822882
8.543157	6.067688	0.946873	0.049368	4930295	4928337	7572	7570	26.909208	5.024784	23.157564	28.839457
9.933193	5.700120	2.573979	0.042413	4930296	4936124	7572	7575	26.909208	5.024784	23.157564	26.689421
9.867978	5.689740	2.507551	0.012452	4930296	4936148	7572	7575	26.909208	5.024784	23.157564	26.781874
9.854897	5.687661	2.494239	0.006438	4930296	4936154	7572	7575	26.909208	5.024784	23.157564	26.800409
9.841802	5.685580	2.480917	0.000417	4930296	4936160	7572	7575	26.909208	5.024784	23.157564	26.818962
9.828694	5.683498	2.467587	0.005610	4930296	4936164	7572	7575	26.909208	5.024784	23.157564	26.837530
9.815575	5.681415	2.454247	0.011646	4930296	4936168	7572	7575	26.909208	5.024784	23.157564	26.856113
9.802441	5.679330	2.440899	0.017689	4930296	4936172	7572	7575	26.909208	5.024784	23.157564	26.874712
9.789295	5.677245	2.427541	0.023738	4930296	4936176	7572	7575	26.909208	5.024784	23.157564	26.893326
9.776136	5.675158	2.414175	0.029795	4930296	4936180	7572	7575	26.909208	5.024784	23.157564	26.911955
9.745576	5.675916	2.377574	0.030785	4930296	4934777	7572	7575	26.909208	5.024784	23.157564	26.959641
9.728152	5.678770	2.354303	0.025700	4930296	4936200	7572	7575	26.909208	5.024784	23.157564	26.988739
9.714914	5.676678	2.340851	0.031778	4930296	4936204	7572	7575	26.909208	5.024784	23.157564	27.007484
9.701663	5.674584	2.327390	0.037864	4930296	4936208	7572	7575	26.909208	5.024784	23.157564	27.026247
9.688399	5.672489	2.313920	0.043957	4930296	4936212	7572	7575	26.909208	5.024784	23.157564	27.045023
9.461967	5.705109	2.016024	0.011647	4930296	4934858	7572	7575	26.909208	5.024784	23.157564	27.419588
9.448345	5.702992	2.002115	0.005498	4930296	4934859	7572	7575	26.909208	5.024784	23.157564	27.438927
9.453250	5.715231	1.995913	0.034374	4930296	4934876	7572	7575	26.909208	5.024784	23.157564	27.440895
9.439599	5.713114	1.981951	0.028234	4930296	4934877	7572	7575	26.909208	5.024784	23.157564	27.460293
9.421556	5.716070	1.957895	0.033473	4930296	4934889	7572	7575	26.909208	5.024784	23.157564	27.490395
9.040947	5.696936	1.511885	0.038896	4930296	4928749	7572	7570	26.909208	5.024784	23.157564	28.076004
10.663522	6.005810	3.472202	0.048940	4930297	4935972	7572	7575	26.909208	5.024784	23.157564	25.542088
10.615329	5.998598	3.423381	0.025936	4930297	4935986	7572	7575	26.909208	5.024784	23.157564	25.610092
10.603251	5.996792	3.411155	0.020169	4930297	4935988	7572	7575	26.909208	5.024784	23.157564	25.627129
10.591163	5.994986	3.398922	0.014395	4930297	4935990	7572	7575	26.909208	5.024784	23.157564	25.644176
10.579062	5.993178	3.386681	0.008614	4930297	4935992	7572	7575	26.909208	5.024784	23.157564	25.661240
10.566951	5.991370	3.374432	0.002828	4930297	4935994	7572	7575	26.909208	5.024784	23.157564	25.678318
