X	Y	Z	Distance	BLOBPOINT 1	BLOBPOINT 2	BLOB 1	BLOB 2	Cam 1X	Cam 1Y	Cam 1Z	Dist to Cam
10.095914	4.590258	0.101173	0.042754	5004280	5002464	7623	7621	15.096159	6.196381	22.336603	22.847242
10.088341	4.588035	0.067477	0.043239	5004280	5002468	7623	7621	15.096159	6.196381	22.336603	22.881847
10.085335	4.608897	0.175372	0.043852	5004282	5002458	7623	7621	15.096159	6.196381	22.336603	22.776054
10.077761	4.606703	0.141857	0.044330	5004282	5002462	7623	7621	15.096159	6.196381	22.336603	22.810484
10.073756	4.598410	0.124795	0.030260	5004282	5002464	7623	7621	15.096159	6.196381	22.336603	22.828545
10.066159	4.596201	0.091179	0.030725	5004282	5002468	7623	7621	15.096159	6.196381	22.336603	22.863079
10.058757	4.601197	0.057767	0.045531	5004282	5002472	7623	7621	15.096159	6.196381	22.336603	22.896868
10.112479	4.638189	0.414834	0.042609	5004284	5002424	7623	7621	15.096159	6.196381	22.336603	22.535061
10.104980	4.636045	0.381828	0.043077	5004284	5002432	7623	7621	15.096159	6.196381	22.336603	22.568975
10.097466	4.633897	0.348758	0.043545	5004284	5002440	7623	7621	15.096159	6.196381	22.336603	22.602957
10.089936	4.631744	0.315620	0.044014	5004284	5002444	7623	7621	15.096159	6.196381	22.336603	22.637007
10.082391	4.629588	0.282416	0.044484	5004284	5002448	7623	7621	15.096159	6.196381	22.336603	22.671125
10.074832	4.627426	0.249146	0.044955	5004284	5002452	7623	7621	15.096159	6.196381	22.336603	22.705311
10.067256	4.625261	0.215807	0.045427	5004284	5002456	7623	7621	15.096159	6.196381	22.336603	22.739567
10.063253	4.617002	0.198833	0.031391	5004284	5002458	7623	7621	15.096159	6.196381	22.336603	22.757536
10.055656	4.614822	0.165396	0.031850	5004284	5002462	7623	7621	15.096159	6.196381	22.336603	22.791893
10.051636	4.606548	0.148390	0.017788	5004284	5002464	7623	7621	15.096159	6.196381	22.336603	22.809902
10.044016	4.604355	0.114853	0.018234	5004284	5002468	7623	7621	15.096159	6.196381	22.336603	22.844362
10.036594	4.609355	0.081504	0.033002	5004284	5002472	7623	7621	15.096159	6.196381	22.336603	22.878096
10.025318	4.613272	0.031237	0.048041	5004284	5002478	7623	7621	15.096159	6.196381	22.336603	22.929218
9.995002	4.646319	0.540241	0.046035	5004285	5002424	7623	7621	15.096159	6.196381	22.336603	22.438936
9.987378	4.644202	0.507651	0.046504	5004285	5002432	7623	7621	15.096159	6.196381	22.336603	22.472473
9.979740	4.642081	0.474998	0.046974	5004285	5002440	7623	7621	15.096159	6.196381	22.336603	22.506075
9.972087	4.639956	0.442279	0.047445	5004285	5002444	7623	7621	15.096159	6.196381	22.336603	22.539743
9.964418	4.637826	0.409495	0.047917	5004285	5002448	7623	7621	15.096159	6.196381	22.336603	22.573479
9.956735	4.635693	0.376647	0.048390	5004285	5002452	7623	7621	15.096159	6.196381	22.336603	22.607281
9.949035	4.633554	0.343731	0.048864	5004285	5002456	7623	7621	15.096159	6.196381	22.336603	22.641151
9.944968	4.625359	0.326972	0.034928	5004285	5002458	7623	7621	15.096159	6.196381	22.336603	22.658922
9.937246	4.623208	0.293961	0.035389	5004285	5002462	7623	7621	15.096159	6.196381	22.336603	22.692892
9.933163	4.614997	0.277170	0.021428	5004285	5002464	7623	7621	15.096159	6.196381	22.336603	22.710699
9.925418	4.612832	0.244061	0.021876	5004285	5002468	7623	7621	15.096159	6.196381	22.336603	22.744770
9.917873	4.617810	0.211140	0.036546	5004285	5002472	7623	7621	15.096159	6.196381	22.336603	22.778118
10.549470	4.633235	0.011843	0.045334	5004287	5002410	7623	7621	15.096159	6.196381	22.336603	22.836609
