X	Y	Z	Distance	BLOBPOINT 1	BLOBPOINT 2	BLOB 1	BLOB 2	Cam 1X	Cam 1Y	Cam 1Z	Dist to Cam
11.011246	6.213364	3.942307	0.038675	4987609	4984275	7609	7606	12.376302	12.486739	23.362919	20.454309
11.007905	6.204747	3.932741	0.027011	4987609	4984271	7609	7606	12.376302	12.486739	23.362919	20.466259
11.004570	6.196126	3.923185	0.015335	4987609	4984267	7609	7606	12.376302	12.486739	23.362919	20.478201
11.001242	6.187498	3.913641	0.003648	4987609	4984263	7609	7606	12.376302	12.486739	23.362919	20.490135
10.997918	6.178865	3.904107	0.008049	4987609	4984259	7609	7606	12.376302	12.486739	23.362919	20.502062
10.987985	6.152936	3.875568	0.043204	4987609	4984247	7609	7606	12.376302	12.486739	23.362919	20.537804
10.846289	5.527938	1.814242	0.044142	4987609	4980682	7609	7604	12.376302	12.486739	23.362919	22.696064
10.845635	5.515353	1.789106	0.035350	4987609	4980686	7609	7604	12.376302	12.486739	23.362919	22.723833
10.844977	5.502751	1.763939	0.026545	4987609	4980690	7609	7604	12.376302	12.486739	23.362919	22.751637
10.844316	5.490132	1.738743	0.017727	4987609	4980694	7609	7604	12.376302	12.486739	23.362919	22.779476
10.843650	5.477494	1.713515	0.008895	4987609	4980698	7609	7604	12.376302	12.486739	23.362919	22.807350
10.842979	5.464839	1.688259	0.000050	4987609	4980702	7609	7604	12.376302	12.486739	23.362919	22.835258
10.842305	5.452167	1.662970	0.008808	4987609	4980706	7609	7604	12.376302	12.486739	23.362919	22.863205
10.842447	5.434283	1.522164	0.049193	4987609	4984042	7609	7606	12.376302	12.486739	23.362919	23.002357
10.835402	5.394333	1.522427	0.033120	4987609	4980720	7609	7604	12.376302	12.486739	23.362919	23.014858
10.838687	5.424431	1.510434	0.036391	4987609	4984038	7609	7606	12.376302	12.486739	23.362919	23.016768
10.834933	5.414573	1.498717	0.023576	4987609	4984034	7609	7606	12.376302	12.486739	23.362919	23.031166
10.834706	5.381548	1.496916	0.042048	4987609	4980724	7609	7604	12.376302	12.486739	23.362919	23.043055
10.820498	5.372462	1.430924	0.018947	4987609	4984018	7609	7606	12.376302	12.486739	23.362919	23.109432
10.829124	5.348877	1.406419	0.048670	4987609	4980736	7609	7604	12.376302	12.486739	23.362919	23.139376
10.817273	5.359930	1.398116	0.022958	4987609	4983403	7609	7606	12.376302	12.486739	23.362919	23.144644
10.788543	5.210692	0.891446	0.008488	4987609	4983516	7609	7606	12.376302	12.486739	23.362919	23.673380
10.785207	5.197709	0.857299	0.004432	4987609	4983522	7609	7606	12.376302	12.486739	23.362919	23.710009
10.777043	5.180122	0.854770	0.030922	4987609	4983952	7609	7606	12.376302	12.486739	23.362919	23.718369
10.788608	5.173839	0.850827	0.038881	4987609	4980786	7609	7604	12.376302	12.486739	23.362919	23.723270
10.781363	5.187507	0.845033	0.008709	4987609	4983521	7609	7606	12.376302	12.486739	23.362919	23.725046
10.785031	5.179658	0.836594	0.018271	4987609	4980790	7609	7604	12.376302	12.486739	23.362919	23.735226
10.786235	5.192102	0.813428	0.022609	4987609	4983536	7609	7606	12.376302	12.486739	23.362919	23.753307
10.782370	5.181877	0.801085	0.009456	4987609	4983535	7609	7606	12.376302	12.486739	23.362919	23.768425
10.780695	5.172265	0.795754	0.006734	4987609	4980806	7609	7604	12.376302	12.486739	23.362919	23.776552
10.774899	5.174406	0.761073	0.019724	4987609	4980820	7609	7604	12.376302	12.486739	23.362919	23.809202
10.783401	5.176239	0.757057	0.027677	4987609	4983547	7609	7606	12.376302	12.486739	23.362919	23.811882
10.787824	5.183679	0.747482	0.049974	4987609	4983553	7609	7606	12.376302	12.486739	23.362919	23.818396
10.770522	5.166996	0.720086	0.031336	4987609	4980828	7609	7604	12.376302	12.486739	23.362919	23.850681
