X	Y	Z	Distance	BLOBPOINT 1	BLOBPOINT 2	BLOB 1	BLOB 2	Cam 1X	Cam 1Y	Cam 1Z	Dist to Cam
12.087986	5.557945	4.801661	0.031182	5006949	5004415	7625	7623	27.497986	4.690390	18.887659	20.895840
12.085754	5.568376	4.798020	0.010550	5006949	5004419	7625	7623	27.497986	4.690390	18.887659	20.900375
12.083569	5.578815	4.794472	0.010096	5006949	5004423	7625	7623	27.497986	4.690390	18.887659	20.904819
12.081429	5.589259	4.791017	0.030755	5006949	5004427	7625	7623	27.497986	4.690390	18.887659	20.909174
9.148825	5.719259	2.115708	0.045455	5006949	5004464	7625	7623	27.497986	4.690390	18.887659	24.880688
9.145015	5.731495	2.110320	0.021385	5006949	5004468	7625	7623	27.497986	4.690390	18.887659	24.887638
9.105505	5.750330	2.071690	0.011791	5006949	5005307	7625	7623	27.497986	4.690390	18.887659	24.943609
9.086656	5.756706	2.053684	0.022390	5006949	5004476	7625	7623	27.497986	4.690390	18.887659	24.969919
9.067786	5.763094	2.035672	0.033010	5006949	5005319	7625	7623	27.497986	4.690390	18.887659	24.996248
9.050694	5.763339	2.020149	0.031539	5006949	5004478	7625	7623	27.497986	4.690390	18.887659	25.019327
7.742884	5.815517	0.826941	0.014007	5006949	5003016	7625	7621	27.497986	4.690390	18.887659	26.790287
7.742496	5.828947	0.826340	0.012773	5006949	5003008	7625	7621	27.497986	4.690390	18.887659	26.791546
7.723412	5.809107	0.809296	0.029038	5006949	5002670	7625	7621	27.497986	4.690390	18.887659	26.816273
7.723032	5.822539	0.808678	0.002255	5006949	5003013	7625	7621	27.497986	4.690390	18.887659	26.817533
7.722633	5.835974	0.808085	0.024534	5006949	5003005	7625	7621	27.497986	4.690390	18.887659	26.818798
7.722427	5.842692	0.807799	0.037931	5006949	5003001	7625	7621	27.497986	4.690390	18.887659	26.819431
7.713764	5.802544	0.800636	0.043251	5006949	5003025	7625	7621	27.497986	4.690390	18.887659	26.828953
7.694092	5.802846	0.782670	0.044898	5006949	5002687	7625	7621	27.497986	4.690390	18.887659	26.855583
12.085367	5.706813	4.800068	0.037369	5006950	5004443	7625	7623	27.497986	4.690390	18.887659	20.905552
12.083119	5.717296	4.796458	0.016705	5006950	5004447	7625	7623	27.497986	4.690390	18.887659	20.910154
12.080917	5.727786	4.792940	0.003971	5006950	5004451	7625	7623	27.497986	4.690390	18.887659	20.914667
12.078762	5.738281	4.789516	0.024661	5006950	5004455	7625	7623	27.497986	4.690390	18.887659	20.919086
12.065193	5.743734	4.776491	0.033738	5006950	5004457	7625	7623	27.497986	4.690390	18.887659	20.938139
12.051612	5.749196	4.763463	0.042831	5006950	5004459	7625	7623	27.497986	4.690390	18.887659	20.957205
9.164906	5.903410	2.127552	0.036401	5006950	5003003	7625	7621	27.497986	4.690390	18.887659	24.869146
9.164735	5.910018	2.127324	0.023229	5006950	5002999	7625	7621	27.497986	4.690390	18.887659	24.869749
9.163995	5.936456	2.126463	0.029472	5006950	5002989	7625	7621	27.497986	4.690390	18.887659	24.872185
9.163796	5.943068	2.126261	0.042651	5006950	5002987	7625	7621	27.497986	4.690390	18.887659	24.872801
9.145793	5.943799	2.107008	0.041729	5006950	5004512	7625	7623	27.497986	4.690390	18.887659	24.899082
9.130580	5.938035	2.094019	0.028167	5006950	5005294	7625	7623	27.497986	4.690390	18.887659	24.918758
9.115378	5.932262	2.081063	0.014588	5006950	5004504	7625	7623	27.497986	4.690390	18.887659	24.938408
9.111807	5.944600	2.076137	0.038769	5006950	5004513	7625	7623	27.497986	4.690390	18.887659	24.944977
9.069837	5.914895	2.042397	0.026250	5006950	5004498	7625	7623	27.497986	4.690390	18.887659	24.997179
9.066082	5.927255	2.037180	0.002040	5006950	5004502	7625	7623	27.497986	4.690390	18.887659	25.004070
9.062420	5.939621	2.032118	0.022189	5006950	5004509	7625	7623	27.497986	4.690390	18.887659	25.010798
9.058848	5.951993	2.027210	0.046436	5006950	5004521	7625	7623	27.497986	4.690390	18.887659	25.017357
12.087769	5.503485	4.787562	0.048392	5006951	5004403	7625	7623	27.497986	4.690390	18.887659	20.903316
12.085497	5.513904	4.783819	0.027761	5006951	5004407	7625	7623	27.497986	4.690390	18.887659	20.907925
12.083271	5.524331	4.780169	0.007116	5006951	5004411	7625	7623	27.497986	4.690390	18.887659	20.912441
12.081090	5.534765	4.776611	0.013542	5006951	5004415	7625	7623	27.497986	4.690390	18.887659	20.916866
12.078956	5.545206	4.773148	0.034215	5006951	5004419	7625	7623	27.497986	4.690390	18.887659	20.921200
9.192817	5.660048	2.134802	0.049687	5006951	5003071	7625	7621	27.497986	4.690390	18.887659	24.832994
9.192749	5.666638	2.134564	0.036532	5006951	5003069	7625	7621	27.497986	4.690390	18.887659	24.833464
9.192676	5.673230	2.134331	0.023375	5006951	5003067	7625	7621	27.497986	4.690390	18.887659	24.833937
9.192596	5.679821	2.134102	0.010217	5006951	5003065	7625	7621	27.497986	4.690390	18.887659	24.834410
9.192512	5.686414	2.133879	0.002943	5006951	5003063	7625	7621	27.497986	4.690390	18.887659	24.834887
9.142799	5.667471	2.091583	0.040410	5006951	5004456	7625	7623	27.497986	4.690390	18.887659	24.899311
9.138996	5.679700	2.086188	0.016320	5006951	5004460	7625	7623	27.497986	4.690390	18.887659	24.906239
9.135282	5.691939	2.080944	0.007788	5006951	5004464	7625	7623	27.497986	4.690390	18.887659	24.913002
9.131657	5.704186	2.075852	0.031916	5006951	5004468	7625	7623	27.497986	4.690390	18.887659	24.919605
7.752697	5.738808	0.816744	0.048656	5006951	5003044	7625	7621	27.497986	4.690390	18.887659	26.786818
7.752538	5.745519	0.816421	0.035268	5006951	5003040	7625	7621	27.497986	4.690390	18.887659	26.787416
7.752375	5.752232	0.816104	0.021878	5006951	5003036	7625	7621	27.497986	4.690390	18.887659	26.788015
7.752034	5.765660	0.815487	0.004907	5006951	5003028	7625	7621	27.497986	4.690390	18.887659	26.789219
7.751487	5.785809	0.814610	0.045096	5006951	5003016	7625	7621	27.497986	4.690390	18.887659	26.791029
7.732011	5.779366	0.796914	0.030113	5006951	5002670	7625	7621	27.497986	4.690390	18.887659	26.817059
7.722712	5.759350	0.788825	0.010878	5006951	5003033	7625	7621	27.497986	4.690390	18.887659	26.828566
7.722360	5.772785	0.788216	0.015919	5006951	5003025	7625	7621	27.497986	4.690390	18.887659	26.829775
7.713210	5.746053	0.780468	0.038470	5006951	5003042	7625	7621	27.497986	4.690390	18.887659	26.840681
7.713046	5.752769	0.780147	0.025074	5006951	5002681	7625	7621	27.497986	4.690390	18.887659	26.841284
7.702683	5.773058	0.770224	0.014329	5006951	5002687	7625	7621	27.497986	4.690390	18.887659	26.856426
12.055220	5.812462	4.757915	0.042625	5006952	5004463	7625	7623	27.497986	4.690390	18.887659	20.961576
12.041537	5.817995	4.744720	0.033593	5006952	5004465	7625	7623	27.497986	4.690390	18.887659	20.980848
12.027841	5.823537	4.731520	0.024545	5006952	5004467	7625	7623	27.497986	4.690390	18.887659	21.000135
12.025594	5.834104	4.727976	0.003769	5006952	5004471	7625	7623	27.497986	4.690390	18.887659	21.004751
12.011897	5.839666	4.714807	0.005315	5006952	5004473	7625	7623	27.497986	4.690390	18.887659	21.024021
11.998187	5.845237	4.701634	0.014414	5006952	5004475	7625	7623	27.497986	4.690390	18.887659	21.043306
11.984462	5.850818	4.688458	0.023529	5006952	5004477	7625	7623	27.497986	4.690390	18.887659	21.062605
11.982307	5.861420	4.685116	0.044381	5006952	5004481	7625	7623	27.497986	4.690390	18.887659	21.067032
9.174588	6.025464	2.118592	0.043174	5006952	5002979	7625	7621	27.497986	4.690390	18.887659	24.874302
9.174368	6.032084	2.118364	0.029985	5006952	5002977	7625	7621	27.497986	4.690390	18.887659	24.874975
9.174144	6.038706	2.118141	0.016796	5006952	5002975	7625	7621	27.497986	4.690390	18.887659	24.875648
