7.207049	4.284055	0.930302
7.259141	4.279049	0.864285
7.197288	4.292300	0.939392
7.259670	4.285108	0.860870
7.087474	4.324914	0.880040
7.244425	4.317238	0.808057
7.111116	4.319510	0.807177
7.230003	4.313442	0.740712
7.065540	4.322369	0.778205
8.114658	4.177298	0.293854
8.014869	4.172142	0.206049
7.215518	4.309637	0.673056
7.055809	4.330645	0.787401
9.572835	4.421894	1.247323
7.992529	4.152082	0.079327
7.200968	4.305825	0.605088
7.002076	4.343012	0.732477
6.951041	4.353936	0.796006
6.922711	4.360598	0.792607
9.567793	4.423160	1.204048
7.853605	4.181202	0.201860
7.820663	4.188209	0.241707
7.201521	4.311948	0.601538
6.945928	4.355309	0.719293
6.907484	4.357018	0.725854
6.897310	4.359201	0.738608
9.562733	4.424435	1.160627
7.762865	4.215574	0.232734
7.202072	4.318077	0.598004
6.848083	4.336064	0.586035
9.557654	4.425717	1.117059
7.741672	4.226403	0.255594
7.296886	4.304163	0.477858
6.820191	4.341757	0.576441
6.734857	4.364118	0.666664
6.528995	4.386990	0.704542
9.552558	4.427008	1.073345
6.806344	4.354857	0.572728
6.725032	4.363148	0.573614
6.519510	4.395279	0.713896
9.525966	4.412078	0.952663
6.806849	4.361006	0.569205
6.727532	4.362260	0.525126
6.501571	4.405918	0.694662
9.520775	4.413363	0.908373
6.487683	4.426006	0.693863
6.364884	4.463389	0.837086
6.243762	4.493301	0.975857
6.222311	4.498736	0.956805
9.506716	4.397439	0.779731
6.468306	4.436428	0.716076
6.368913	4.457349	0.758980
6.306762	4.460382	0.780906
6.196190	4.459430	0.765020
6.163706	4.456751	0.739606
9.541773	4.398524	0.735678
6.454434	4.456485	0.715274
6.372746	4.459658	0.723124
6.150858	4.457687	0.690650
9.530839	4.387101	0.645218
6.137960	4.458631	0.641508
9.537091	4.385235	0.573690
6.125012	4.459581	0.592181
9.546444	4.388022	0.541872
6.095566	4.459184	0.529680
6.039595	4.458694	0.521491
9.541223	4.389324	0.496248
6.065962	4.458785	0.466846
6.026360	4.459648	0.471626
6.009814	4.458288	0.458561
9.547568	4.387482	0.424028
6.052771	4.459751	0.416822
5.996481	4.459246	0.408439
9.644500	4.402834	0.440962
6.022906	4.459355	0.353392
5.983096	4.460212	0.358127
9.654077	4.405691	0.409044
6.009566	4.460333	0.302916
5.969659	4.461185	0.307618
9.660832	4.403934	0.336686
5.996172	4.461318	0.252244
5.972901	4.463542	0.270252
5.939419	4.460791	0.243572
9.774042	4.392232	0.249322
9.669064	4.404502	0.284308
5.982727	4.462310	0.201381
5.959405	4.464534	0.219422
5.919356	4.465385	0.224125
9.769248	4.393615	0.202994
5.949504	4.446881	0.075673
5.945857	4.465534	0.168400
5.895322	4.461383	0.127948
10.192093	4.426785	0.460283
10.149204	4.422266	0.418222
10.091786	4.416221	0.361928
10.034101	4.410150	0.305388
9.769836	4.376645	0.062326
5.963094	4.454295	0.083127
5.881576	4.462380	0.076519
10.204428	4.434301	0.468902
10.132908	4.426783	0.398734
10.104184	4.423764	0.370559
10.032080	4.416191	0.299853
9.782445	4.384277	0.071021
5.959820	4.460314	0.077021
10.223841	4.465721	0.494434
10.030067	4.422239	0.294341
9.957503	4.414637	0.223178
10.278707	4.477606	0.544779
10.028065	4.428294	0.288852
9.955461	4.420704	0.217620
10.296406	4.542689	0.742724
10.026072	4.434357	0.283386
9.938848	4.425257	0.197777
10.300018	4.566483	0.767795
10.031441	4.464601	0.295233
9.936817	4.431340	0.192250
10.284116	4.571073	0.748975
10.000455	4.467697	0.261312
10.271411	4.585635	0.754988
10.260139	4.605921	0.747142
6.171941	4.821584	1.155826
10.258234	4.611903	0.741895
