X	Y	Z	Distance	BLOBPOINT 1	BLOBPOINT 2	BLOB 1	BLOB 2	Cam 1X	Cam 1Y	Cam 1Z	Dist to Cam
10.476664	5.673082	3.323008	0.014978	4925672	4923052	7568	7566	27.497986	4.690390	18.887659	23.085699
10.473418	5.684033	3.315428	0.037291	4925672	4923056	7568	7566	27.497986	4.690390	18.887659	23.093670
10.441490	5.665881	3.294840	0.004141	4925672	4923636	7568	7566	27.497986	4.690390	18.887659	23.130318
10.429196	5.665303	3.284159	0.006803	4925672	4923640	7568	7566	27.497986	4.690390	18.887659	23.146561
8.073920	5.813238	1.125273	0.020073	4925672	4924015	7568	7566	27.497986	4.690390	18.887659	26.344971
8.066182	5.794352	1.126587	0.020032	4925672	4924019	7568	7566	27.497986	4.690390	18.887659	26.348993
8.058877	5.812682	1.112129	0.017134	4925672	4923143	7568	7566	27.497986	4.690390	18.887659	26.364899
8.038574	5.787116	1.105229	0.038350	4925672	4923135	7568	7566	27.497986	4.690390	18.887659	26.383448
7.742884	5.815517	0.826941	0.014007	4925672	4921739	7568	7564	27.497986	4.690390	18.887659	26.790287
7.742496	5.828947	0.826340	0.012773	4925672	4921731	7568	7564	27.497986	4.690390	18.887659	26.791546
7.723412	5.809107	0.809296	0.029038	4925672	4921393	7568	7564	27.497986	4.690390	18.887659	26.816273
7.723032	5.822539	0.808678	0.002255	4925672	4921736	7568	7564	27.497986	4.690390	18.887659	26.817533
7.722633	5.835974	0.808085	0.024534	4925672	4921728	7568	7564	27.497986	4.690390	18.887659	26.818798
7.722427	5.842692	0.807799	0.037931	4925672	4921724	7568	7564	27.497986	4.690390	18.887659	26.819431
7.713764	5.802544	0.800636	0.043251	4925672	4921748	7568	7564	27.497986	4.690390	18.887659	26.828953
7.694092	5.802846	0.782670	0.044898	4925672	4921410	7568	7564	27.497986	4.690390	18.887659	26.855583
10.649632	5.845589	3.474758	0.048874	4925673	4923594	7568	7566	27.497986	4.690390	18.887659	22.863924
10.637558	5.845122	3.464253	0.046238	4925673	4923596	7568	7566	27.497986	4.690390	18.887659	22.879879
10.625473	5.844655	3.453738	0.043599	4925673	4923600	7568	7566	27.497986	4.690390	18.887659	22.895849
10.577009	5.842782	3.411577	0.033015	4925673	4923608	7568	7566	27.497986	4.690390	18.887659	22.959890
10.564862	5.842313	3.401012	0.030362	4925673	4923610	7568	7566	27.497986	4.690390	18.887659	22.975941
10.554312	5.836353	3.394177	0.016588	4925673	4923084	7568	7566	27.497986	4.690390	18.887659	22.988026
10.542145	5.835880	3.383601	0.013924	4925673	4923614	7568	7566	27.497986	4.690390	18.887659	23.004097
10.531593	5.829916	3.376790	0.000134	4925673	4923080	7568	7566	27.497986	4.690390	18.887659	23.016169
10.519408	5.829441	3.366202	0.002541	4925673	4923618	7568	7566	27.497986	4.690390	18.887659	23.032265
10.508855	5.823473	3.359415	0.016348	4925673	4923076	7568	7566	27.497986	4.690390	18.887659	23.044323
9.164906	5.903410	2.127552	0.036401	4925673	4921726	7568	7564	27.497986	4.690390	18.887659	24.869146
9.164735	5.910018	2.127324	0.023229	4925673	4921722	7568	7564	27.497986	4.690390	18.887659	24.869749
9.163995	5.936456	2.126463	0.029472	4925673	4921712	7568	7564	27.497986	4.690390	18.887659	24.872185
9.163796	5.943068	2.126261	0.042651	4925673	4921710	7568	7564	27.497986	4.690390	18.887659	24.872801
8.074481	5.975120	1.139010	0.040863	4925673	4923163	7568	7566	27.497986	4.690390	18.887659	26.342695
8.069562	5.987411	1.129341	0.016110	4925673	4923167	7568	7566	27.497986	4.690390	18.887659	26.353439
8.064694	5.999722	1.119770	0.008667	4925673	4923171	7568	7566	27.497986	4.690390	18.887659	26.364086
8.059877	6.012053	1.110298	0.033470	4925673	4923175	7568	7566	27.497986	4.690390	18.887659	26.374636
10.432491	5.637208	3.260295	0.040752	4925674	4923636	7568	7566	27.497986	4.690390	18.887659	23.159060
10.420158	5.636607	3.249552	0.038116	4925674	4923640	7568	7566	27.497986	4.690390	18.887659	23.175373
10.363308	5.617115	3.207304	0.008757	4925674	4923044	7568	7566	27.497986	4.690390	18.887659	23.244989
10.341909	5.604920	3.193613	0.036528	4925674	4923040	7568	7566	27.497986	4.690390	18.887659	23.269518
9.192817	5.660048	2.134802	0.049687	4925674	4921794	7568	7564	27.497986	4.690390	18.887659	24.832994
9.192749	5.666638	2.134564	0.036532	4925674	4921792	7568	7564	27.497986	4.690390	18.887659	24.833464
9.192676	5.673230	2.134331	0.023375	4925674	4921790	7568	7564	27.497986	4.690390	18.887659	24.833937
9.192596	5.679821	2.134102	0.010217	4925674	4921788	7568	7564	27.497986	4.690390	18.887659	24.834410
9.192512	5.686414	2.133879	0.002943	4925674	4921786	7568	7564	27.497986	4.690390	18.887659	24.834887
8.050049	5.724753	1.098115	0.046279	4925674	4923125	7568	7566	27.497986	4.690390	18.887659	26.377264
8.050426	5.761967	1.082152	0.031085	4925674	4924019	7568	7566	27.497986	4.690390	18.887659	26.389238
8.032495	5.730235	1.080034	0.036856	4925674	4923127	7568	7566	27.497986	4.690390	18.887659	26.402615
8.027548	5.742437	1.070236	0.012045	4925674	4923131	7568	7566	27.497986	4.690390	18.887659	26.413355
8.022650	5.754661	1.060537	0.012792	4925674	4923135	7568	7566	27.497986	4.690390	18.887659	26.423998
7.752697	5.738808	0.816744	0.048656	4925674	4921767	7568	7564	27.497986	4.690390	18.887659	26.786818
7.752538	5.745519	0.816421	0.035268	4925674	4921763	7568	7564	27.497986	4.690390	18.887659	26.787416
7.752375	5.752232	0.816104	0.021878	4925674	4921759	7568	7564	27.497986	4.690390	18.887659	26.788015
7.752034	5.765660	0.815487	0.004907	4925674	4921751	7568	7564	27.497986	4.690390	18.887659	26.789219
7.751487	5.785809	0.814610	0.045096	4925674	4921739	7568	7564	27.497986	4.690390	18.887659	26.791029
7.732011	5.779366	0.796914	0.030113	4925674	4921393	7568	7564	27.497986	4.690390	18.887659	26.817059
7.722712	5.759350	0.788825	0.010878	4925674	4921756	7568	7564	27.497986	4.690390	18.887659	26.828566
7.722360	5.772785	0.788216	0.015919	4925674	4921748	7568	7564	27.497986	4.690390	18.887659	26.829775
7.713210	5.746053	0.780468	0.038470	4925674	4921765	7568	7564	27.497986	4.690390	18.887659	26.840681
7.713046	5.752769	0.780147	0.025074	4925674	4921404	7568	7564	27.497986	4.690390	18.887659	26.841284
7.702683	5.773058	0.770224	0.014329	4925674	4921410	7568	7564	27.497986	4.690390	18.887659	26.856426
10.712481	5.912548	3.534784	0.042652	4925675	4923586	7568	7566	27.497986	4.690390	18.887659	22.780642
9.174588	6.025464	2.118592	0.043174	4925675	4921702	7568	7564	27.497986	4.690390	18.887659	24.874302
